Product_Name,Alcohol_Percent,Alcohol_Amount,Alcohol_Price,product_id
Highland Park Freya,51.2,70.0,500.0,4018
Highland Park 30 Year Old,45.7,70.0,1000.0,2311
Jura Prophecy,46.0,70.0,64.95,1882
Talisker 10 Year Old,45.8,20.0,17.75,617
Secret Orkney 'Skara Brae' 2005,51.5,70.0,86.95,3651
Unnamed Orkney 2009,46.0,70.0,46.25,2360
Highland Park 1989,51.9,70.0,780.0,72
Orkney 2006,50.0,70.0,72.25,4427
Highland Park 1999,51.5,70.0,310.0,2874
Unnamed Orkney 2009,46.0,70.0,46.25,3788
Jura 2009,48.4,70.0,60.95,2641
Ledaig 2009,59.6,70.0,64.95,2021
Orkney 2012,57.1,70.0,60.95,1811
Scapa 12 Year Old,40.0,70.0,275.0,3837
Talisker 25 Year Old,45.8,70.0,465.0,367
Jura 1988,50.2,70.0,399.0,319
Tobermory 1996,46.3,70.0,293.0,3808
Ledaig 2007,60.8,70.0,140.0,3182
Ledaig 10 Year Old,48.8,70.0,79.95,3682
Jura Seven Wood,42.0,70.0,60.95,4105
Highland Park 18 Year Old,43.0,70.0,180.0,3443
Highland Park The Dark 17 Year Old,52.9,70.0,225.0,3334
Highland Park 18 Year Old,43.0,70.0,350.0,477
Highland Park Ragnvald,44.6,70.0,450.0,3173
Talisker 1985,56.1,70.0,1250.0,2647
Highland Park Loki,48.7,70.0,600.0,146
Highland Park 12 Year Old,40.0,70.0,350.0,3350
Talisker 30 Year Old,57.3,70.0,1400.0,4097
Highland Park 1991,53.9,70.0,250.0,4241
Isle of Jura 1965,45.0,70.0,550.0,1618
Talisker 30 Year Old,53.1,70.0,1500.0,426
Scapa 14 Year Old,40.0,100.0,299.0,1272
Jura 2008,46.0,70.0,59.95,3424
Orkney's Finest 2007,48.4,70.0,68.95,1360
Talisker 8 Year Old,45.8,75.7,1250.0,476
Talisker 10 Year Old Whisky Show Package,43.0,70.0,249.0,800
Highland Park 25 Year Old,43.0,75.0,2000.0,4302
Isle Of Jura 10 Year Old,43.0,75.0,175.0,398
Isle of Jura 1966,50.6,70.0,3250.0,2180
Ledaig 1997,58.2,70.0,450.0,3671
Isle of Jura 10 Year Old,40.0,70.0,59.95,3028
Scapa 10 Year Old,43.0,100.0,450.0,900
Isle of Jura 10 Year Old,40.0,70.0,89.95,2534
Kinclaith 1967,40.0,70.0,1200.0,2
Highland Park 18 Year Old,43.0,75.0,650.0,1369
Isle of Jura 10 Year Old,40.0,75.0,175.0,2609
Talisker 10 Year Old,45.8,100.0,650.0,2100
Highland Park 1974,57.0,75.0,1500.0,2948
Highland Park 1977,43.0,70.0,750.0,3747
Tobermory 2004 Oloroso Cask,56.2,70.0,119.0,4472
Scapa 12 Year Old,40.0,75.0,275.0,264
Tobermory 2003 Madeira Finish,54.2,70.0,120.0,2264
Tobermory 21 Year Old,46.3,70.0,195.0,2928
Talisker 1964,57.0,75.0,7500.0,3600
Highland Park 50 Year Old,43.8,70.0,24000.0,2356
Highland Park 1955,54.6,75.0,4000.0,4133
Orkney's Finest 1999,51.5,70.0,160.0,2302
Highland Park 18 Year Old,43.0,75.0,650.0,269
Isle Of Jura 10 Year Old,43.0,100.0,225.0,1336
Jura 1988 Vintage Series 2,52.8,70.0,600.0,2815
Talisker Pure Malt Over 8 Year Old,45.7,75.0,4500.0,3573
Ledaig 1997,53.4,70.0,235.0,2441
Highland Park 1979,51.7,70.0,700.0,1676
Highland Park 1972,55.1,75.0,1350.0,1110
Talisker 1956,54.4,75.0,7000.0,3236
Highland Park 1956,43.0,75.0,3000.0,3778
SMWS 4.1 (Highland Park),60.2,75.0,4000.0,3412
Highland Park 1966,43.0,75.0,4000.0,2148
Ledaig-Tobermory 1972,40.0,75.0,1100.0,1658
Highland Park 1996,48.3,70.0,265.0,3809
Talisker 12 Year Old,43.4,75.0,1800.0,2733
Talisker 1978,50.7,70.0,3100.0,4370
SMWS 4.7 (Highland Park),60.5,75.0,1000.0,2387
Highland Park 2003,52.5,70.0,125.0,3277
Single Orkney Malt 2007,58.0,70.0,90.95,2854
Highland Park 50 Year Old,42.5,70.0,23250.0,3677
Lagavulin 16 Year Old,43.0,70.0,81.75,2345
Ardbeg Ardcore & Uigeadail Duo,50.2,140.0,180.0,1444
Bunnahabhain 12 Year Old,46.3,70.0,44.95,2035
Ardbeg 10 Year Old,46.0,70.0,45.95,266
Ardbeg Uigeadail,54.2,70.0,62.75,608
Laphroaig 10 Year Old,40.0,70.0,39.95,1773
Port Charlotte 10 Year Old,50.0,70.0,52.75,3112
Caol Ila 12 Year Old,43.0,70.0,46.95,87
Talisker 2011 Distillers Edition,45.8,70.0,62.75,2593
Laphroaig 10 Year Old Sherry Oak Finish,48.0,70.0,59.95,4449
Laphroaig 10 Year Old,58.6,70.0,73.95,2107
Lagavulin 8 Year Old,48.0,70.0,59.95,4073
Bunnahabhain 18 Year Old,46.3,70.0,128.0,501
Kilchoman Machir Bay,46.0,70.0,41.95,2728
Laphroaig Lore,48.0,70.0,67.95,619
Caol Ila 2010,58.2,70.0,120.0,103
Bunnahabhain Toiteach A Dha,46.3,70.0,46.45,405
Ardbeg An Oa,46.6,70.0,46.45,2550
Port Charlotte 2012 SC:01,55.2,70.0,98.95,3057
Lagavulin 10 Year Old,43.0,70.0,79.95,1877
Octomore 10.3,61.3,70.0,172.0,499
Br6 - Elements of Islay,50.4,50.0,94.95,4541
Lagavulin 9 Year Old,46.0,70.0,79.95,2340
Caol Ila 13 Year Old,43.0,70.0,47.95,2672
Lagavulin 16 Year Old,43.0,70.0,81.75,589
Ardbeg Ardcore & Uigeadail Duo,50.2,140.0,180.0,2289
Bunnahabhain 12 Year Old,46.3,70.0,44.95,3909
Ardbeg 10 Year Old,46.0,70.0,45.95,3561
Ardbeg Uigeadail,54.2,70.0,62.75,3055
Laphroaig 10 Year Old,40.0,70.0,39.95,2640
Port Charlotte 10 Year Old,50.0,70.0,52.75,3020
Caol Ila 12 Year Old,43.0,70.0,46.95,973
Talisker 2011 Distillers Edition,45.8,70.0,62.75,762
Laphroaig 10 Year Old Sherry Oak Finish,48.0,70.0,59.95,61
Laphroaig 10 Year Old,58.6,70.0,73.95,3609
Lagavulin 8 Year Old,48.0,70.0,59.95,3845
Bunnahabhain 18 Year Old,46.3,70.0,128.0,1368
Kilchoman Machir Bay,46.0,70.0,41.95,4308
Laphroaig Lore,48.0,70.0,67.95,2027
Caol Ila 2010,58.2,70.0,120.0,3535
Bunnahabhain Toiteach A Dha,46.3,70.0,46.45,2365
Ardbeg An Oa,46.6,70.0,46.45,2051
Port Charlotte 2012 SC:01,55.2,70.0,98.95,3212
Lagavulin 10 Year Old,43.0,70.0,79.95,2521
Octomore 10.3,61.3,70.0,172.0,2224
Br6 - Elements of Islay,50.4,50.0,94.95,1525
Lagavulin 9 Year Old,46.0,70.0,79.95,3268
Caol Ila 13 Year Old,43.0,70.0,47.95,2273
Cask Islay,46.0,70.0,32.95,2225
Kilchoman 2012,53.4,70.0,96.95,3874
Ardbeg Wee Beastie,47.4,70.0,37.95,1953
Bunnahabhain Abhainn Araig,50.8,70.0,94.95,2631
Classic Malts Coastal Collection,44.9,60.0,47.75,240
Bowmore 12 Year Old,40.0,70.0,35.95,173
Laphroaig Quarter Cask,48.0,70.0,42.45,378
Caol Ila 2012,46.0,70.0,48.45,4534
Laphroaig 10 Year Old,57.9,70.0,79.95,155
Bunnahabhain Stiuireadair,46.3,70.0,38.45,1810
Laphroaig PX Cask,48.0,100.0,99.95,1003
Ardbeg Corryvreckan,57.1,70.0,75.45,1769
Caol Ila Moch,43.0,70.0,56.95,3568
Bruichladdich Islay Barley 2013,50.0,70.0,52.75,1907
Port Charlotte 2013 Islay Barley,50.0,70.0,68.95,2838
Personalised 10 Year Old Islay Scotch Whisky,52.6,70.0,79.95,3097
Bunnahabhain 30 Year Old,46.3,70.0,535.0,414
Port Askaig 12 Year Old,45.8,70.0,72.95,2789
Bowmore Vault Edition First Release 'Atlantic Sea Salt',51.5,70.0,84.95,1414
Port Askaig 8 Year Old,45.8,70.0,46.95,2303
Kilchoman Sanaig,46.0,70.0,50.95,3714
Port Askaig 100° Proof,57.1,70.0,55.75,497
Bruichladdich Classic Laddie,50.0,70.0,45.45,340
Caol Ila 12 Year Old,43.0,20.0,18.45,4045
Ileach Peaty,40.0,70.0,28.95,4330
Ardbeg The Three Monsters of Smoke Trio Pack,46.7,60.0,39.95,1687
Bunnahabhain 1998,49.7,70.0,399.0,4438
Bowmore 21 Year Old,48.4,70.0,250.0,30
Bn9 - Elements of Islay,59.1,50.0,49.95,1435
Mac-Talla Terra Classic Islay,46.0,70.0,45.45,3666
Bunnahabhain An Cladach,50.0,100.0,59.95,3425
Port Askaig 8 Year Old Glass Set,45.8,70.0,49.95,806
Caol Ila 18 Year Old,59.8,70.0,140.0,971
Bowmore Legend,40.0,70.0,39.95,3658
Bowmore 15 Year Old,43.0,70.0,62.95,4176
Bunnahabhain Aonadh 10 Year Old,56.2,70.0,110.0,805
Bunnahabhain 2001,54.3,70.0,150.0,3109
Caol Ila 15 Year Old Unpeated,59.1,70.0,99.95,4349
Lagavulin 12 Year Old,56.8,70.0,250.0,1908
Laphroaig Select,40.0,70.0,29.95,1460
Bowmore 25 Year Old,43.0,70.0,380.0,1201
Smokehead,43.0,70.0,37.45,2060
Finlaggan Cask Strength Islay Malt,58.0,70.0,50.75,3898
Caol Ila 2013,46.0,70.0,46.95,3470
Angels’ Nectar Islay Edition,46.0,70.0,49.45,2131
Caol Ila 2014,59.1,70.0,62.95,845
Caol Ila 2007,55.6,70.0,84.95,3465
Bowmore 10 Year Old,40.0,100.0,49.95,2008
Kilchoman Machir Bay Gift Pack,46.0,70.0,49.95,3965
Laphroaig Four Oak,40.0,100.0,64.95,4102
Ardbeg Dark Cove,46.5,70.0,399.0,857
Bunnahabhain Eirigh Na Greine,46.3,100.0,70.95,3875
Lagavulin 1996 Distillers Edition,43.0,70.0,399.0,2869
Finlaggan Original,40.0,70.0,31.95,3458
Caol Ila 2008,51.5,70.0,96.95,3927
Bunnahabhain 2012,64.8,70.0,105.0,2181
Caol Ila 2010,48.0,70.0,120.0,3434
Bunnahabhain Toiteach A Dha,46.3,20.0,16.75,3396
Bunnahabhain 1989,45.5,70.0,500.0,420
Aerolite Lyndsay 10 Year Old,46.0,70.0,37.95,272
Bunnahabhain 11 Year Old,43.0,70.0,47.95,4177
Smokehead High Voltage,58.0,70.0,57.95,2770
Bunnahabhain 43 Year Old,41.4,70.0,1200.0,1205
Bowmore 18 Year Old,52.5,70.0,240.0,1412
Kilchoman Machir Bay and Sanaig Gift Pack,46.0,40.0,46.95,241
Lagavulin 8 Year Old,48.0,70.0,110.0,1915
Lagavulin 1999 Distillers Edition,43.0,70.0,299.0,3522
Ardbeg Perpetuum,47.4,70.0,250.0,71
Ardbeg Supernova,58.9,70.0,550.0,270
Bowmore Classic Collection,42.0,60.0,57.95,925
Lagavulin 1991 Distillers Edition,43.0,70.0,550.0,265
Ileach Cask Strength,58.0,70.0,43.95,4392
Bunnahabhain 2012,65.6,70.0,105.0,2878
Peat Reek Embers 8 Year Old Islay Single Malt,58.5,70.0,89.95,3254
Mac-Talla Strata 15 Year Old,46.0,70.0,66.95,3102
Lagavulin,52.5,70.0,275.0,978
Bowmore 2003,57.8,70.0,225.0,4246
Bunnahabhain 12 Year Old,46.3,20.0,16.95,1595
Bunnahabhain Stiuireadair,46.3,20.0,13.95,1027
Smokehead Rum Rebel,46.0,70.0,53.95,89
Caol Ila 2012,60.0,70.0,82.95,81
Bruichladdich 27 Year Old,50.2,70.0,565.0,2802
Ardbeg 18 Years Old,55.9,70.0,550.0,797
Bunnahabhain Canasta 1980,49.5,70.0,1875.0,1661
Bunnahabhain 1989,44.9,70.0,250.0,2999
Ardbeg Kelpie,46.0,70.0,299.0,2625
Oc3 - Elements of Islay,60.3,50.0,150.0,4023
Laphroaig 10 Year Old Cask Strength,59.2,70.0,250.0,4447
Ma1 – Elements of Islay,54.2,50.0,150.0,3133
Caol Ila 1983,48.1,70.0,850.0,117
Ardbeg Kildalton,46.0,70.0,425.0,2369
Laphroaig 25 Year Old,45.1,70.0,750.0,3262
Bowmore 30 Year Old,43.0,75.0,3500.0,1230
Ardbeg 1999 Galileo,49.0,75.0,500.0,1431
Port Ellen 1979,52.5,70.0,4500.0,3595
Ardbeggeddon 1972,48.4,75.0,7500.0,848
Lochlea Our Barley,46.0,70.0,44.95,4232
Ailsa Bay Sweet Smoke,48.9,70.0,55.95,1225
Auchentoshan Three Wood,43.0,70.0,49.95,2157
Glenkinchie 12 Year Old,43.0,70.0,41.95,3130
Ailsa Bay Sweet Smoke,48.9,70.0,59.95,3437
Auchentoshan 12 Year Old,40.0,70.0,40.45,4517
Bladnoch Vinaya,46.7,70.0,49.95,401
Auchentoshan 2007,48.0,70.0,130.0,3275
Bladnoch 11 Year Old,46.7,70.0,69.75,568
Bladnoch 19 Year Old,46.7,70.0,165.0,3762
Lindores Abbey MCDXCIV,46.0,70.0,45.95,3786
Lindores Abbey Bourbon Cask,49.4,70.0,51.95,990
Kingsbarns Balcomie Single Malt,46.0,70.0,44.95,4361
Glenkinchie 2007 Distillers Edition,43.0,70.0,69.95,2133
Auchentoshan Virgin Oak,46.0,70.0,67.95,1048
Auchentoshan American Oak,40.0,70.0,24.95,2030
Bladnoch 1992,51.2,70.0,310.0,3623
Kingsbarns Dream to Dram,46.0,70.0,43.95,3276
Bladnoch 10 Year Old,43.0,70.0,250.0,3702
Auchentoshan 1998,56.1,70.0,210.0,1011
Bladnoch 14 Year Old,46.6,70.0,110.0,874
Lowland 2007,48.0,70.0,62.95,1367
Glenkinchie 2008 Distillers Edition,43.0,70.0,66.75,113
Bladnoch Samsara,46.6,70.0,69.95,104
Lochlea Our Barley,46.0,70.0,44.95,1337
Ailsa Bay Sweet Smoke,48.9,70.0,55.95,1389
Auchentoshan Three Wood,43.0,70.0,49.95,3067
Glenkinchie 12 Year Old,43.0,70.0,41.95,920
Ailsa Bay Sweet Smoke,48.9,70.0,59.95,2174
Auchentoshan 12 Year Old,40.0,70.0,40.45,4341
Bladnoch Vinaya,46.7,70.0,49.95,3322
Auchentoshan 2007,48.0,70.0,130.0,3861
Bladnoch 11 Year Old,46.7,70.0,69.75,1299
Bladnoch 19 Year Old,46.7,70.0,165.0,4005
Lindores Abbey MCDXCIV,46.0,70.0,45.95,2074
Lindores Abbey Bourbon Cask,49.4,70.0,51.95,1613
Kingsbarns Balcomie Single Malt,46.0,70.0,44.95,810
Glenkinchie 2007 Distillers Edition,43.0,70.0,69.95,2520
Auchentoshan Virgin Oak,46.0,70.0,67.95,1803
Auchentoshan American Oak,40.0,70.0,24.95,4144
Bladnoch 1992,51.2,70.0,310.0,217
Kingsbarns Dream to Dram,46.0,70.0,43.95,1545
Bladnoch 10 Year Old,43.0,70.0,250.0,110
Auchentoshan 1998,56.1,70.0,210.0,3844
Bladnoch 14 Year Old,46.6,70.0,110.0,1699
Lowland 2007,48.0,70.0,62.95,1158
Glenkinchie 2008 Distillers Edition,43.0,70.0,66.75,2248
Bladnoch Samsara,46.6,70.0,69.95,200
Glenkinchie 12 Year Old,43.0,20.0,16.95,1968
Glenkinchie 1990,55.1,70.0,250.0,3832
Linlithgow 1982,50.0,70.0,850.0,1582
Auchentoshan 1999,55.6,70.0,325.0,2745
Bladnoch Alinta,47.0,70.0,79.95,869
Bladnoch 2007,55.9,70.0,185.0,3316
Bladnoch 8 Year Old,40.0,75.0,250.0,387
Auchentoshan 1991,56.1,70.0,575.0,2192
Kinclaith 1967,40.0,70.0,1200.0,2437
Glenkinchie 10 Year Old,43.0,70.0,99.95,4110
Auchentoshan 5 Year Old,40.0,75.0,150.0,353
Littlemill Testament 1976,42.5,70.0,8000.0,3643
Auchentoshan 1997,53.4,70.0,260.0,892
Rosebank 1989,55.0,70.0,3000.0,456
St Magdalene 1964,40.0,75.0,1800.0,2800
St Magdalene 1964,40.0,75.0,2000.0,752
Littlemill 40 Year Old,46.8,70.0,5500.0,144
Auchentoshan 1966,43.0,75.0,1350.0,3374
Auchentoshan 1965,48.9,70.0,1500.0,2236
Linlithgow 1975,49.7,75.0,1000.0,1897
Linlithgow 1975,46.0,70.0,750.0,1986
St Magdalene 1964,40.0,75.0,2000.0,3911
Bladnoch 29 Year Old,41.2,70.0,5000.0,4466
SMWS 49.3 (St Magdalene),63.0,75.0,1100.0,3111
Glenkinchie 1964,40.0,75.0,1250.0,4172
Linlithgow 1982,43.0,70.0,700.0,2940
Linlithgow 1975,58.1,70.0,1000.0,2363
Linlithgow 1975,50.0,70.0,900.0,1207
Auchentoshan 1965,41.3,70.0,4000.0,2630
SMWS 49.4 (St Magdalene),62.8,70.0,1100.0,1858
Linlithgow 1982,43.0,70.0,699.0,3480
Linlithgow 1975,51.5,70.0,1000.0,1818
Rosebank 12 Year Old,43.0,75.0,2500.0,2676
Linlithgow 1982,43.0,70.0,699.0,2135
Littlemill 25 Year Old,50.4,75.0,2250.0,3044
Kingsbarns Spirit Drink,63.5,20.0,16.95,2231
St Magdalene 1964,40.0,75.0,2000.0,1233
SMWS 49.1 (St Magdalene),64.6,75.0,1500.0,1362
Glen Flagler 8 Year Old,40.0,75.0,1000.0,3197
SMWS 98.1 (Lomond),58.3,70.0,5000.0,4318
Glen Flagler 8 Year Old,40.0,75.0,699.0,15
Kinclaith 1969,47.3,70.0,5500.0,1305
Linlithgow 1975,46.0,70.0,750.0,4196
Glentoshan (Auchentoshan) 5 Year Old,40.0,75.0,225.0,3549
Auchentoshan 1966,43.0,75.0,1500.0,4304
Glen Flagler 8 Year Old,43.0,75.0,699.0,239
Linlithgow 1975,51.5,70.0,1000.0,1364
Glenkinchie 15 Year Old,60.1,70.0,299.0,2783
Linlithgow 1975,50.5,70.0,1000.0,4476
Linlithgow 1975,51.5,70.0,1000.0,4184
Auchentoshan 5 Year Old,40.0,75.0,175.0,1641
Glenflagler 1972,52.6,70.0,1100.0,2084
Glenkinchie 1992,58.1,70.0,399.0,289
St Magdalene 1982,55.0,70.0,900.0,257
St Magdalene 1964,40.0,75.0,2000.0,2675
St Magdalene 1980,40.0,70.0,750.0,1372
Linlithgow 1982,43.0,70.0,699.0,158
Auchentoshan 18 Year Old,43.0,70.0,88.95,3220
St Magdalene 1964,40.0,75.0,1500.0,3307
Rosebank 8 Year Old,40.0,75.0,1100.0,2571
Rosebank,40.0,75.0,1500.0,1807
Rosebank Ceramic 15 Year Old,50.0,75.0,1750.0,1106
Rosebank 15 Year Old,50.0,75.0,2500.0,2706
Glen Flagler 1972,52.0,70.0,1500.0,701
Glen Flagler 1970,50.1,70.0,1200.0,1250
Glen Flagler,40.0,75.0,899.0,3621
Glen Flagler 8 Year Old,40.0,75.0,699.0,1335
Glen Flagler 5 Year Old,40.0,75.0,699.0,3380
Dunglass 1967,46.0,75.0,1000.0,49
Bladnoch 8 Year Old,40.0,75.0,250.0,4258
Auchentoshan 1966,43.0,75.0,1350.0,783
Lochlea Our Barley,46.0,70.0,44.95,3152
Ailsa Bay Sweet Smoke,48.9,70.0,55.95,3391
Auchentoshan Three Wood,43.0,70.0,49.95,2822
Glenkinchie 12 Year Old,43.0,70.0,41.95,1602
Ailsa Bay Sweet Smoke,48.9,70.0,59.95,3648
Auchentoshan 12 Year Old,40.0,70.0,40.45,4493
Bladnoch Vinaya,46.7,70.0,49.95,1508
Auchentoshan 2007,48.0,70.0,130.0,4468
Bladnoch 11 Year Old,46.7,70.0,69.75,4245
Bladnoch 19 Year Old,46.7,70.0,165.0,3496
Lindores Abbey MCDXCIV,46.0,70.0,45.95,3047
Lindores Abbey Bourbon Cask,49.4,70.0,51.95,1249
Kingsbarns Balcomie Single Malt,46.0,70.0,44.95,2576
Glenkinchie 2007 Distillers Edition,43.0,70.0,69.95,2687
Auchentoshan Virgin Oak,46.0,70.0,67.95,3737
Auchentoshan American Oak,40.0,70.0,24.95,1304
Bladnoch 1992,51.2,70.0,310.0,2048
Kingsbarns Dream to Dram,46.0,70.0,43.95,3542
Bladnoch 10 Year Old,43.0,70.0,250.0,2638
Auchentoshan 1998,56.1,70.0,210.0,870
Bladnoch 14 Year Old,46.6,70.0,110.0,3473
Lowland 2007,48.0,70.0,62.95,11
Glenkinchie 2008 Distillers Edition,43.0,70.0,66.75,1819
Bladnoch Samsara,46.6,70.0,69.95,867
Macallan 12 Year Old,40.0,70.0,79.95,1735
Macallan 12 Year Old Double Cask,40.0,70.0,66.95,3617
Balvenie 14 Year Old,43.0,70.0,59.95,2949
Caperdonich 18 Year Old Peated,48.0,70.0,110.0,10
Mortlach 15 Year Old,46.0,70.0,86.95,4439
Macallan 18 Year Old Double Cask,43.0,70.0,320.0,221
Balvenie 12 Year Old DoubleWood,40.0,70.0,46.75,1579
Glenfiddich 18 Year Old,40.0,70.0,81.95,4400
Cardhu Gold Reserve,40.0,70.0,42.95,371
Longmorn 18 Year Old,48.0,70.0,87.45,1316
Glenfarclas 15 Year Old,57.1,70.0,74.95,3337
Glenallachie 12 Year Old,46.0,70.0,47.95,2276
Aberlour 16 Year Old,40.0,70.0,76.95,2692
Glenfiddich 21 Year Old,40.0,70.0,160.0,348
Dalwhinnie 15 Year Old,43.0,70.0,44.95,2526
Glenlivet 12 Year Old,40.0,70.0,37.95,1799
Dailuaine 16 Year Old,43.0,70.0,59.95,3078
Glenallachie 15 Year Old,46.0,70.0,66.95,2910
Glenfiddich Project XX,47.0,70.0,48.95,2717
Aberlour 14 Year Old,40.0,70.0,54.45,4006
Singleton Glendullan Reserve,40.0,70.0,49.95,2474
Glenfiddich 23 Year Old,40.0,70.0,240.0,2171
Mortlach 16 Year Old,43.4,70.0,105.0,2699
Glenfarclas 25 Year Old,43.0,70.0,215.0,3371
Macallan 12 Year Old,40.0,70.0,79.95,3259
Macallan 12 Year Old Double Cask,40.0,70.0,66.95,2024
Balvenie 14 Year Old,43.0,70.0,59.95,1077
Caperdonich 18 Year Old Peated,48.0,70.0,110.0,1402
Mortlach 15 Year Old,46.0,70.0,86.95,4080
Macallan 18 Year Old Double Cask,43.0,70.0,320.0,4062
Balvenie 12 Year Old DoubleWood,40.0,70.0,46.75,1208
Glenfiddich 18 Year Old,40.0,70.0,81.95,199
Cardhu Gold Reserve,40.0,70.0,42.95,1776
Longmorn 18 Year Old,48.0,70.0,87.45,735
Glenfarclas 15 Year Old,57.1,70.0,74.95,3456
Glenallachie 12 Year Old,46.0,70.0,47.95,363
Aberlour 16 Year Old,40.0,70.0,76.95,1284
Glenfiddich 21 Year Old,40.0,70.0,160.0,3570
Dalwhinnie 15 Year Old,43.0,70.0,44.95,3005
Glenlivet 12 Year Old,40.0,70.0,37.95,3077
Dailuaine 16 Year Old,43.0,70.0,59.95,2794
Glenallachie 15 Year Old,46.0,70.0,66.95,133
Glenfiddich Project XX,47.0,70.0,48.95,3075
Aberlour 14 Year Old,40.0,70.0,54.45,1629
Singleton Glendullan Reserve,40.0,70.0,49.95,4470
Glenfiddich 23 Year Old,40.0,70.0,240.0,2285
Mortlach 16 Year Old,43.4,70.0,105.0,1729
Glenfarclas 25 Year Old,43.0,70.0,215.0,1619
Glenfarclas 10 Year Old,40.0,70.0,35.95,3046
Strathisla 2006,59.0,50.0,69.95,1282
Cragganmore 12 Year Old,40.0,20.0,14.95,2921
Mortlach 2007,52.0,70.0,135.0,345
Glenfarclas 15 Year Old,46.7,80.0,69.95,2495
Longmorn 2005,61.6,50.0,74.95,1681
Balvenie The Edge of Burnhead Wood,48.7,70.0,265.0,2278
Glenlivet 2007,58.0,50.0,79.95,2977
Craigellachie 13 Year Old,46.0,70.0,51.95,1084
Balvenie 12 Year Old,47.8,70.0,62.95,1359
Aberlour 2006,60.9,50.0,89.95,1551
Glenlivet 15 Year Old,40.0,70.0,56.45,1012
Glenfarclas 12 Year Old,43.0,70.0,41.95,4444
Benrinnes 15 Year Old,43.0,70.0,53.75,1662
Mortlach 12 Year Old,43.4,70.0,54.95,1899
Personalised 12 Year Old Speyside Scotch Whisky,50.1,70.0,74.95,423
Glenfiddich Fire and Cane,43.0,70.0,44.95,1961
Knockando 12 Year Old,43.0,70.0,39.95,1573
Glenfiddich 15 Year Old,40.0,70.0,50.75,2164
Glenfiddich 12 Year Old,40.0,70.0,35.95,723
Glenfiddich Orchard Experiment,43.0,70.0,42.95,211
Personalised 21 Year Old Scotch Whisky,49.4,70.0,175.0,2729
Glenfiddich Collection,40.0,60.0,48.95,3435
Glenfiddich 15 Year Old,40.0,20.0,12.95,2633
Glenlivet 2006,63.9,70.0,106.0,1115
Craigellachie 13 Year Old,46.0,70.0,53.95,4321
Benromach Cask Strength Vintage 2010,58.5,70.0,59.95,2086
Glenrothes 2004,48.8,70.0,54.95,347
Benromach 2009,46.0,70.0,39.95,1010
Benromach 15 Year Old,43.0,70.0,65.95,3577
Glenfarclas 105°,60.0,70.0,55.95,1767
Benromach Cask Strength Vintage 2012,60.2,70.0,59.95,2406
Strathisla 2003,62.6,50.0,94.95,242
Mortlach 20 Year Old,43.4,70.0,250.0,3032
Cragganmore 12 Year Old,40.0,70.0,39.95,2320
Glentauchers 2006,61.4,50.0,74.95,4283
Aberlour 12 Year Old,40.0,70.0,40.45,1522
Dailuaine 2006,50.0,70.0,65.25,248
Glenallachie 8 Year Old,46.0,70.0,42.45,4440
Dalwhinnie 2006 Distillers Edition,43.0,70.0,70.95,4461
Longmorn 2002,56.2,70.0,135.0,4266
Caperdonich 25 Year Old,48.0,70.0,399.0,4521
Tamdhu 15 Year Old,46.0,70.0,84.95,3252
Aberlour 18 Year Old,43.0,50.0,125.0,1998
Glen Keith Distillery Edition,40.0,70.0,29.95,2350
Glen Moray Sherry Cask Finish,40.0,70.0,26.95,466
Craigellachie 17 Year Old,46.0,70.0,105.0,2885
Stronachie 10 Year Old,43.0,70.0,32.95,696
Cardhu 15 Year Old,40.0,70.0,52.75,3580
Benromach 10 Year Old,43.0,70.0,36.95,2092
Glentauchers 2007,58.7,50.0,74.95,1349
Blair Athol 2007,54.3,70.0,106.0,3360
Aberlour A'Bunadh Alba,62.7,70.0,84.95,1639
Benromach 21 Year Old,43.0,70.0,125.0,503
Benriach The Twelve,46.0,70.0,43.45,2043
Glenlivet 2007,65.3,70.0,99.95,1400
Glenrothes 12 Year Old,40.0,70.0,41.95,4243
Miltonduff 10 Year Old,43.0,70.0,47.95,3384
Cardhu Gold Reserve,40.0,70.0,36.95,4155
Glenlivet Founder's Reserve,40.0,70.0,33.95,3588
Cardhu 12 Year Old,40.0,70.0,49.95,3920
Dalwhinnie 15 Year Old,43.0,20.0,17.25,1198
Tormore 2003,56.9,50.0,74.95,3836
Strathmill 1996,57.0,70.0,169.0,1610
Glenallachie 10 Year Old French Oak,48.0,70.0,61.95,3589
Benriach 2000,59.2,70.0,209.0,2551
Glenfarclas 2002,57.8,70.0,299.0,153
Glenfarclas 2001,56.5,70.0,299.0,3488
Glenfarclas 1993,57.2,70.0,450.0,4060
Benromach 2010,58.4,70.0,79.95,1861
Glenrothes 12 Year Old,40.0,70.0,49.95,4488
Linkwood 15 Year Old,46.0,70.0,79.95,4512
Tomintoul Seiridh,40.0,70.0,34.45,749
Balvenie Tun 1509,50.4,70.0,325.0,4193
Glenrothes 1995,43.0,75.0,135.0,4203
Speyburn 15 Year Old,46.0,70.0,58.95,841
Tamnavulin Double Cask,40.0,70.0,32.95,4096
Glen Moray Classic,40.0,70.0,29.95,2932
Glen Grant 12 Year Old,43.0,70.0,39.95,3342
Glenfiddich Malt Master's Edition,43.0,70.0,54.95,2898
Macallan Fine Oak Masters' Edition,40.0,70.0,399.0,1672
Speyburn Bradan Orach,40.0,70.0,25.25,3256
